Title,Abstract,PDF Link
Data-Efficient Unsupervised Interpolation Without Any Intermediate Frame for 4D Medical Images,"JungEun Kim,



Hangyul Yoon,



Geondo Park,



Kyungsu Kim,



Eunho Yang",/content/CVPR2024/html/Kim_Data-Efficient_Unsupervised_Interpolation_Without_Any_Intermediate_Frame_for_4D_Medical_CVPR_2024_paper.html
POCE: Primal Policy Optimization with Conservative Estimation for Multi-constraint Offline Reinforcement Learning,"Jiayi Guan,



Li Shen,



Ao Zhou,



Lusong Li,



Han Hu,



Xiaodong He,



Guang Chen,



Changjun Jiang",/content/CVPR2024/html/Guan_POCE_Primal_Policy_Optimization_with_Conservative_Estimation_for_Multi-constraint_Offline_CVPR_2024_paper.html
Learning the 3D Fauna of the Web,"Zizhang Li,



Dor Litvak,



Ruining Li,



Yunzhi Zhang,



Tomas Jakab,



Christian Rupprecht,



Shangzhe Wu,



Andrea Vedaldi,



Jiajun Wu",/content/CVPR2024/html/Li_Learning_the_3D_Fauna_of_the_Web_CVPR_2024_paper.html
Masked Spatial Propagation Network for Sparsity-Adaptive Depth Refinement,"Jinyoung Jun,



Jae-Han Lee,



Chang-Su Kim",/content/CVPR2024/html/Jun_Masked_Spatial_Propagation_Network_for_Sparsity-Adaptive_Depth_Refinement_CVPR_2024_paper.html
LISA: Reasoning Segmentation via Large Language Model,"Xin Lai,



Zhuotao Tian,



Yukang Chen,



Yanwei Li,



Yuhui Yuan,



Shu Liu,



Jiaya Jia",/content/CVPR2024/html/Lai_LISA_Reasoning_Segmentation_via_Large_Language_Model_CVPR_2024_paper.html
Relightful Harmonization: Lighting-aware Portrait Background Replacement,"Mengwei Ren,



Wei Xiong,



Jae Shin Yoon,



Zhixin Shu,



Jianming Zhang,



HyunJoon Jung,



Guido Gerig,



He Zhang",/content/CVPR2024/html/Ren_Relightful_Harmonization_Lighting-aware_Portrait_Background_Replacement_CVPR_2024_paper.html
Bridging the Gap: A Unified Video Comprehension Framework for Moment Retrieval and Highlight Detection,"Yicheng Xiao,



Zhuoyan Luo,



Yong Liu,



Yue Ma,



Hengwei Bian,



Yatai Ji,



Yujiu Yang,



Xiu Li",/content/CVPR2024/html/Xiao_Bridging_the_Gap_A_Unified_Video_Comprehension_Framework_for_Moment_CVPR_2024_paper.html
MuseChat: A Conversational Music Recommendation System for Videos,"Zhikang Dong,



Xiulong Liu,



Bin Chen,



Pawel Polak,



Peng Zhang",/content/CVPR2024/html/Dong_MuseChat_A_Conversational_Music_Recommendation_System_for_Videos_CVPR_2024_paper.html
Mitigating Motion Blur in Neural Radiance Fields with Events and Frames,"Marco Cannici,



Davide Scaramuzza",/content/CVPR2024/html/Cannici_Mitigating_Motion_Blur_in_Neural_Radiance_Fields_with_Events_and_CVPR_2024_paper.html
C3Net: Compound Conditioned ControlNet for Multimodal Content Generation,"Juntao Zhang,



Yuehuai Liu,



Yu-Wing Tai,



Chi-Keung Tang",/content/CVPR2024/html/Zhang_C3Net_Compound_Conditioned_ControlNet_for_Multimodal_Content_Generation_CVPR_2024_paper.html
Device-Wise Federated Network Pruning,"Shangqian Gao,



Junyi Li,



Zeyu Zhang,



Yanfu Zhang,



Weidong Cai,



Heng Huang",/content/CVPR2024/html/Gao_Device-Wise_Federated_Network_Pruning_CVPR_2024_paper.html
Adapt Before Comparison: A New Perspective on Cross-Domain Few-Shot Segmentation,Jonas Herzog,/content/CVPR2024/html/Herzog_Adapt_Before_Comparison_A_New_Perspective_on_Cross-Domain_Few-Shot_Segmentation_CVPR_2024_paper.html
TokenHMR: Advancing Human Mesh Recovery with a Tokenized Pose Representation,"Sai Kumar Dwivedi,



Yu Sun,



Priyanka Patel,



Yao Feng,



Michael J. Black",/content/CVPR2024/html/Dwivedi_TokenHMR_Advancing_Human_Mesh_Recovery_with_a_Tokenized_Pose_Representation_CVPR_2024_paper.html
MoReVQA: Exploring Modular Reasoning Models for Video Question Answering,"Juhong Min,



Shyamal Buch,



Arsha Nagrani,



Minsu Cho,



Cordelia Schmid",/content/CVPR2024/html/Min_MoReVQA_Exploring_Modular_Reasoning_Models_for_Video_Question_Answering_CVPR_2024_paper.html
Low-Rank Rescaled Vision Transformer Fine-Tuning: A Residual Design Approach,"Wei Dong,



Xing Zhang,



Bihui Chen,



Dawei Yan,



Zhijun Lin,



Qingsen Yan,



Peng Wang,



Yang Yang",/content/CVPR2024/html/Dong_Low-Rank_Rescaled_Vision_Transformer_Fine-Tuning_A_Residual_Design_Approach_CVPR_2024_paper.html
FaceCom: Towards High-fidelity 3D Facial Shape Completion via Optimization and Inpainting Guidance,"Yinglong Li,



Hongyu Wu,



Xiaogang Wang,



Qingzhao Qin,



Yijiao Zhao,



Yong Wang,



Aimin Hao",/content/CVPR2024/html/Li_FaceCom_Towards_High-fidelity_3D_Facial_Shape_Completion_via_Optimization_and_CVPR_2024_paper.html
Distribution-aware Knowledge Prototyping for Non-exemplar Lifelong Person Re-identification,"Kunlun Xu,



Xu Zou,



Yuxin Peng,



Jiahuan Zhou",/content/CVPR2024/html/Xu_Distribution-aware_Knowledge_Prototyping_for_Non-exemplar_Lifelong_Person_Re-identification_CVPR_2024_paper.html
LightOctree: Lightweight 3D Spatially-Coherent Indoor Lighting Estimation,"Xuecan Wang,



Shibang Xiao,



Xiaohui Liang",/content/CVPR2024/html/Wang_LightOctree_Lightweight_3D_Spatially-Coherent_Indoor_Lighting_Estimation_CVPR_2024_paper.html
Generating Enhanced Negatives for Training Language-Based Object Detectors,"Shiyu Zhao,



Long Zhao,



Vijay Kumar B G,



Yumin Suh,



Dimitris N. Metaxas,



Manmohan Chandraker,



Samuel Schulter",/content/CVPR2024/html/Zhao_Generating_Enhanced_Negatives_for_Training_Language-Based_Object_Detectors_CVPR_2024_paper.html
Insect-Foundation: A Foundation Model and Large-scale 1M Dataset for Visual Insect Understanding,"Hoang-Quan Nguyen,



Thanh-Dat Truong,



Xuan Bac Nguyen,



Ashley Dowling,



Xin Li,



Khoa Luu",/content/CVPR2024/html/Nguyen_Insect-Foundation_A_Foundation_Model_and_Large-scale_1M_Dataset_for_Visual_CVPR_2024_paper.html
Data-Efficient Multimodal Fusion on a Single GPU,"Noël Vouitsis,



Zhaoyan Liu,



Satya Krishna Gorti,



Valentin Villecroze,



Jesse C. Cresswell,



Guangwei Yu,



Gabriel Loaiza-Ganem,



Maksims Volkovs",/content/CVPR2024/html/Vouitsis_Data-Efficient_Multimodal_Fusion_on_a_Single_GPU_CVPR_2024_paper.html
FedSelect: Personalized Federated Learning with Customized Selection of Parameters for Fine-Tuning,"Rishub Tamirisa,



Chulin Xie,



Wenxuan Bao,



Andy Zhou,



Ron Arel,



Aviv Shamsian",/content/CVPR2024/html/Tamirisa_FedSelect_Personalized_Federated_Learning_with_Customized_Selection_of_Parameters_for_CVPR_2024_paper.html
FaceLift: Semi-supervised 3D Facial Landmark Localization,"David Ferman,



Pablo Garrido,



Gaurav Bharaj",/content/CVPR2024/html/Ferman_FaceLift_Semi-supervised_3D_Facial_Landmark_Localization_CVPR_2024_paper.html
PSDPM: Prototype-based Secondary Discriminative Pixels Mining for Weakly Supervised Semantic Segmentation,"Xinqiao Zhao,



Ziqian Yang,



Tianhong Dai,



Bingfeng Zhang,



Jimin Xiao",/content/CVPR2024/html/Zhao_PSDPM_Prototype-based_Secondary_Discriminative_Pixels_Mining_for_Weakly_Supervised_Semantic_CVPR_2024_paper.html
Bidirectional Multi-Scale Implicit Neural Representations for Image Deraining,"Xiang Chen,



Jinshan Pan,



Jiangxin Dong",/content/CVPR2024/html/Chen_Bidirectional_Multi-Scale_Implicit_Neural_Representations_for_Image_Deraining_CVPR_2024_paper.html
Frozen CLIP: A Strong Backbone for Weakly Supervised Semantic Segmentation,"Bingfeng Zhang,



Siyue Yu,



Yunchao Wei,



Yao Zhao,



Jimin Xiao",/content/CVPR2024/html/Zhang_Frozen_CLIP_A_Strong_Backbone_for_Weakly_Supervised_Semantic_Segmentation_CVPR_2024_paper.html
FedAS: Bridging Inconsistency in Personalized Federated Learning,"Xiyuan Yang,



Wenke Huang,



Mang Ye",/content/CVPR2024/html/Yang_FedAS_Bridging_Inconsistency_in_Personalized_Federated_Learning_CVPR_2024_paper.html
LAFS: Landmark-based Facial Self-supervised Learning for Face Recognition,"Zhonglin Sun,



Chen Feng,



Ioannis Patras,



Georgios Tzimiropoulos",/content/CVPR2024/html/Sun_LAFS_Landmark-based_Facial_Self-supervised_Learning_for_Face_Recognition_CVPR_2024_paper.html
SED: A Simple Encoder-Decoder for Open-Vocabulary Semantic Segmentation,"Bin Xie,



Jiale Cao,



Jin Xie,



Fahad Shahbaz Khan,



Yanwei Pang",/content/CVPR2024/html/Xie_SED_A_Simple_Encoder-Decoder_for_Open-Vocabulary_Semantic_Segmentation_CVPR_2024_paper.html
GPLD3D: Latent Diffusion of 3D Shape Generative Models by Enforcing Geometric and Physical Priors,"Yuan Dong,



Qi Zuo,



Xiaodong Gu,



Weihao Yuan,



Zhengyi Zhao,



Zilong Dong,



Liefeng Bo,



Qixing Huang",/content/CVPR2024/html/Dong_GPLD3D_Latent_Diffusion_of_3D_Shape_Generative_Models_by_Enforcing_CVPR_2024_paper.html
Enhancing Quality of Compressed Images by Mitigating Enhancement Bias Towards Compression Domain,"Qunliang Xing,



Mai Xu,



Shengxi Li,



Xin Deng,



Meisong Zheng,



Huaida Liu,



Ying Chen",/content/CVPR2024/html/Xing_Enhancing_Quality_of_Compressed_Images_by_Mitigating_Enhancement_Bias_Towards_CVPR_2024_paper.html
LangSplat: 3D Language Gaussian Splatting,"Minghan Qin,



Wanhua Li,



Jiawei Zhou,



Haoqian Wang,



Hanspeter Pfister",/content/CVPR2024/html/Qin_LangSplat_3D_Language_Gaussian_Splatting_CVPR_2024_paper.html
MoST: Multi-Modality Scene Tokenization for Motion Prediction,"Norman Mu,



Jingwei Ji,



Zhenpei Yang,



Nate Harada,



Haotian Tang,



Kan Chen,



Charles R. Qi,



Runzhou Ge,



Kratarth Goel,



Zoey Yang,



Scott Ettinger,



Rami Al-Rfou,



Dragomir Anguelov,



Yin Zhou",/content/CVPR2024/html/Mu_MoST_Multi-Modality_Scene_Tokenization_for_Motion_Prediction_CVPR_2024_paper.html
PIGEON: Predicting Image Geolocations,"Lukas Haas,



Michal Skreta,



Silas Alberti,



Chelsea Finn",/content/CVPR2024/html/Haas_PIGEON_Predicting_Image_Geolocations_CVPR_2024_paper.html
Improving Spectral Snapshot Reconstruction with Spectral-Spatial Rectification,"Jiancheng Zhang,



Haijin Zeng,



Yongyong Chen,



Dengxiu Yu,



Yin-Ping Zhao",/content/CVPR2024/html/Zhang_Improving_Spectral_Snapshot_Reconstruction_with_Spectral-Spatial_Rectification_CVPR_2024_paper.html
Self-correcting LLM-controlled Diffusion Models,"Tsung-Han Wu,



Long Lian,



Joseph E. Gonzalez,



Boyi Li,



Trevor Darrell",/content/CVPR2024/html/Wu_Self-correcting_LLM-controlled_Diffusion_Models_CVPR_2024_paper.html
PACER+: On-Demand Pedestrian Animation Controller in Driving Scenarios,"Jingbo Wang,



Zhengyi Luo,



Ye Yuan,



Yixuan Li,



Bo Dai",/content/CVPR2024/html/Wang_PACER_On-Demand_Pedestrian_Animation_Controller_in_Driving_Scenarios_CVPR_2024_paper.html
LTM: Lightweight Textured Mesh Extraction and Refinement of Large Unbounded Scenes for Efficient Storage and Real-time Rendering,"Jaehoon Choi,



Rajvi Shah,



Qinbo Li,



Yipeng Wang,



Ayush Saraf,



Changil Kim,



Jia-Bin Huang,



Dinesh Manocha,



Suhib Alsisan,



Johannes Kopf",/content/CVPR2024/html/Choi_LTM_Lightweight_Textured_Mesh_Extraction_and_Refinement_of_Large_Unbounded_CVPR_2024_paper.html
Don't Drop Your Samples! Coherence-Aware Training Benefits Conditional Diffusion,"Nicolas Dufour,



Victor Besnier,



Vicky Kalogeiton,



David Picard",/content/CVPR2024/html/Dufour_Dont_Drop_Your_Samples_Coherence-Aware_Training_Benefits_Conditional_Diffusion_CVPR_2024_paper.html
Flow-Guided Online Stereo Rectification for Wide Baseline Stereo,"Anush Kumar,



Fahim Mannan,



Omid Hosseini Jafari,



Shile Li,



Felix Heide",/content/CVPR2024/html/Kumar_Flow-Guided_Online_Stereo_Rectification_for_Wide_Baseline_Stereo_CVPR_2024_paper.html
DNGaussian: Optimizing Sparse-View 3D Gaussian Radiance Fields with Global-Local Depth Normalization,"Jiahe Li,



Jiawei Zhang,



Xiao Bai,



Jin Zheng,



Xin Ning,



Jun Zhou,



Lin Gu",/content/CVPR2024/html/Li_DNGaussian_Optimizing_Sparse-View_3D_Gaussian_Radiance_Fields_with_Global-Local_Depth_CVPR_2024_paper.html
ColorPCR: Color Point Cloud Registration with Multi-Stage Geometric-Color Fusion,"Juncheng Mu,



Lin Bie,



Shaoyi Du,



Yue Gao",/content/CVPR2024/html/Mu_ColorPCR_Color_Point_Cloud_Registration_with_Multi-Stage_Geometric-Color_Fusion_CVPR_2024_paper.html
HomoFormer: Homogenized Transformer for Image Shadow Removal,"Jie Xiao,



Xueyang Fu,



Yurui Zhu,



Dong Li,



Jie Huang,



Kai Zhu,



Zheng-Jun Zha",/content/CVPR2024/html/Xiao_HomoFormer_Homogenized_Transformer_for_Image_Shadow_Removal_CVPR_2024_paper.html
What If the TV Was Off? Examining Counterfactual Reasoning Abilities of Multi-modal Language Models,"Letian Zhang,



Xiaotong Zhai,



Zhongkai Zhao,



Yongshuo Zong,



Xin Wen,



Bingchen Zhao",/content/CVPR2024/html/Zhang_What_If_the_TV_Was_Off_Examining_Counterfactual_Reasoning_Abilities_CVPR_2024_paper.html
What Do You See in Vehicle? Comprehensive Vision Solution for In-Vehicle Gaze Estimation,"Yihua Cheng,



Yaning Zhu,



Zongji Wang,



Hongquan Hao,



Yongwei Liu,



Shiqing Cheng,



Xi Wang,



Hyung Jin Chang",/content/CVPR2024/html/Cheng_What_Do_You_See_in_Vehicle_Comprehensive_Vision_Solution_for_CVPR_2024_paper.html
Driving Everywhere with Large Language Model Policy Adaptation,"Boyi Li,



Yue Wang,



Jiageng Mao,



Boris Ivanovic,



Sushant Veer,



Karen Leung,



Marco Pavone",/content/CVPR2024/html/Li_Driving_Everywhere_with_Large_Language_Model_Policy_Adaptation_CVPR_2024_paper.html
UFORecon: Generalizable Sparse-View Surface Reconstruction from Arbitrary and Unfavorable Sets,"Youngju Na,



Woo Jae Kim,



Kyu Beom Han,



Suhyeon Ha,



Sung-Eui Yoon",/content/CVPR2024/html/Na_UFORecon_Generalizable_Sparse-View_Surface_Reconstruction_from_Arbitrary_and_Unfavorable_Sets_CVPR_2024_paper.html
FAR: Flexible Accurate and Robust 6DoF Relative Camera Pose Estimation,"Chris Rockwell,



Nilesh Kulkarni,



Linyi Jin,



Jeong Joon Park,



Justin Johnson,



David F. Fouhey",/content/CVPR2024/html/Rockwell_FAR_Flexible_Accurate_and_Robust_6DoF_Relative_Camera_Pose_Estimation_CVPR_2024_paper.html
eTraM: Event-based Traffic Monitoring Dataset,"Aayush Atul Verma,



Bharatesh Chakravarthi,



Arpitsinh Vaghela,



Hua Wei,



Yezhou Yang",/content/CVPR2024/html/Verma_eTraM_Event-based_Traffic_Monitoring_Dataset_CVPR_2024_paper.html
MoCha-Stereo: Motif Channel Attention Network for Stereo Matching,"Ziyang Chen,



Wei Long,



He Yao,



Yongjun Zhang,



Bingshu Wang,



Yongbin Qin,



Jia Wu",/content/CVPR2024/html/Chen_MoCha-Stereo_Motif_Channel_Attention_Network_for_Stereo_Matching_CVPR_2024_paper.html
Koala: Key Frame-Conditioned Long Video-LLM,"Reuben Tan,



Ximeng Sun,



Ping Hu,



Jui-hsien Wang,



Hanieh Deilamsalehy,



Bryan A. Plummer,



Bryan Russell,



Kate Saenko",/content/CVPR2024/html/Tan_Koala_Key_Frame-Conditioned_Long_Video-LLM_CVPR_2024_paper.html
Extend Your Own Correspondences: Unsupervised Distant Point Cloud Registration by Progressive Distance Extension,"Quan Liu,



Hongzi Zhu,



Zhenxi Wang,



Yunsong Zhou,



Shan Chang,



Minyi Guo",/content/CVPR2024/html/Liu_Extend_Your_Own_Correspondences_Unsupervised_Distant_Point_Cloud_Registration_by_CVPR_2024_paper.html
HallusionBench: An Advanced Diagnostic Suite for Entangled Language Hallucination and Visual Illusion in Large Vision-Language Models,"Tianrui Guan,



Fuxiao Liu,



Xiyang Wu,



Ruiqi Xian,



Zongxia Li,



Xiaoyu Liu,



Xijun Wang,



Lichang Chen,



Furong Huang,



Yaser Yacoob,



Dinesh Manocha,



Tianyi Zhou",/content/CVPR2024/html/Guan_HallusionBench_An_Advanced_Diagnostic_Suite_for_Entangled_Language_Hallucination_and_CVPR_2024_paper.html
ID-like Prompt Learning for Few-Shot Out-of-Distribution Detection,"Yichen Bai,



Zongbo Han,



Bing Cao,



Xiaoheng Jiang,



Qinghua Hu,



Changqing Zhang",/content/CVPR2024/html/Bai_ID-like_Prompt_Learning_for_Few-Shot_Out-of-Distribution_Detection_CVPR_2024_paper.html
Breathing Life Into Sketches Using Text-to-Video Priors,"Rinon Gal,



Yael Vinker,



Yuval Alaluf,



Amit Bermano,



Daniel Cohen-Or,



Ariel Shamir,



Gal Chechik",/content/CVPR2024/html/Gal_Breathing_Life_Into_Sketches_Using_Text-to-Video_Priors_CVPR_2024_paper.html
Multi-modal Learning for Geospatial Vegetation Forecasting,"Vitus Benson,



Claire Robin,



Christian Requena-Mesa,



Lazaro Alonso,



Nuno Carvalhais,



José Cortés,



Zhihan Gao,



Nora Linscheid,



Mélanie Weynants,



Markus Reichstein",/content/CVPR2024/html/Benson_Multi-modal_Learning_for_Geospatial_Vegetation_Forecasting_CVPR_2024_paper.html
Learning Diffusion Texture Priors for Image Restoration,"Tian Ye,



Sixiang Chen,



Wenhao Chai,



Zhaohu Xing,



Jing Qin,



Ge Lin,



Lei Zhu",/content/CVPR2024/html/Ye_Learning_Diffusion_Texture_Priors_for_Image_Restoration_CVPR_2024_paper.html
Bring Event into RGB and LiDAR: Hierarchical Visual-Motion Fusion for Scene Flow,"Hanyu Zhou,



Yi Chang,



Zhiwei Shi",/content/CVPR2024/html/Zhou_Bring_Event_into_RGB_and_LiDAR_Hierarchical_Visual-Motion_Fusion_for_CVPR_2024_paper.html
Entangled View-Epipolar Information Aggregation for Generalizable Neural Radiance Fields,"Zhiyuan Min,



Yawei Luo,



Wei Yang,



Yuesong Wang,



Yi Yang",/content/CVPR2024/html/Min_Entangled_View-Epipolar_Information_Aggregation_for_Generalizable_Neural_Radiance_Fields_CVPR_2024_paper.html
Jack of All Tasks Master of Many: Designing General-Purpose Coarse-to-Fine Vision-Language Model,"Shraman Pramanick,



Guangxing Han,



Rui Hou,



Sayan Nag,



Ser-Nam Lim,



Nicolas Ballas,



Qifan Wang,



Rama Chellappa,



Amjad Almahairi",/content/CVPR2024/html/Pramanick_Jack_of_All_Tasks_Master_of_Many_Designing_General-Purpose_Coarse-to-Fine_CVPR_2024_paper.html
MMVP: A Multimodal MoCap Dataset with Vision and Pressure Sensors,"He Zhang,



Shenghao Ren,



Haolei Yuan,



Jianhui Zhao,



Fan Li,



Shuangpeng Sun,



Zhenghao Liang,



Tao Yu,



Qiu Shen,



Xun Cao",/content/CVPR2024/html/Zhang_MMVP_A_Multimodal_MoCap_Dataset_with_Vision_and_Pressure_Sensors_CVPR_2024_paper.html
YolOOD: Utilizing Object Detection Concepts for Multi-Label Out-of-Distribution Detection,"Alon Zolfi,



Guy Amit,



Amit Baras,



Satoru Koda,



Ikuya Morikawa,



Yuval Elovici,



Asaf Shabtai",/content/CVPR2024/html/Zolfi_YolOOD_Utilizing_Object_Detection_Concepts_for_Multi-Label_Out-of-Distribution_Detection_CVPR_2024_paper.html
SchurVINS: Schur Complement-Based Lightweight Visual Inertial Navigation System,"Yunfei Fan,



Tianyu Zhao,



Guidong Wang",/content/CVPR2024/html/Fan_SchurVINS_Schur_Complement-Based_Lightweight_Visual_Inertial_Navigation_System_CVPR_2024_paper.html
Collaborating Foundation Models for Domain Generalized Semantic Segmentation,"Yasser Benigmim,



Subhankar Roy,



Slim Essid,



Vicky Kalogeiton,



Stéphane Lathuilière",/content/CVPR2024/html/Benigmim_Collaborating_Foundation_Models_for_Domain_Generalized_Semantic_Segmentation_CVPR_2024_paper.html
Towards Variable and Coordinated Holistic Co-Speech Motion Generation,"Yifei Liu,



Qiong Cao,



Yandong Wen,



Huaiguang Jiang,



Changxing Ding",/content/CVPR2024/html/Liu_Towards_Variable_and_Coordinated_Holistic_Co-Speech_Motion_Generation_CVPR_2024_paper.html
JoAPR: Cleaning the Lens of Prompt Learning for Vision-Language Models,"Yuncheng Guo,



Xiaodong Gu",/content/CVPR2024/html/Guo_JoAPR_Cleaning_the_Lens_of_Prompt_Learning_for_Vision-Language_Models_CVPR_2024_paper.html
AllSpark: Reborn Labeled Features from Unlabeled in Transformer for Semi-Supervised Semantic Segmentation,"Haonan Wang,



Qixiang Zhang,



Yi Li,



Xiaomeng Li",/content/CVPR2024/html/Wang_AllSpark_Reborn_Labeled_Features_from_Unlabeled_in_Transformer_for_Semi-Supervised_CVPR_2024_paper.html
Open-Vocabulary 3D Semantic Segmentation with Foundation Models,"Li Jiang,



Shaoshuai Shi,



Bernt Schiele",/content/CVPR2024/html/Jiang_Open-Vocabulary_3D_Semantic_Segmentation_with_Foundation_Models_CVPR_2024_paper.html
SIGNeRF: Scene Integrated Generation for Neural Radiance Fields,"Jan-Niklas Dihlmann,



Andreas Engelhardt,



Hendrik Lensch",/content/CVPR2024/html/Dihlmann_SIGNeRF_Scene_Integrated_Generation_for_Neural_Radiance_Fields_CVPR_2024_paper.html
